[Header]
; MPMS3 Data File (default extension .dat)
; Copyright (c) 2007, Quantum Design, Inc. All rights reserved.
TITLE,
FILEOPENTIME,3986577683.21291,04/28/2026,10:40 pm
BYAPP,MPMS3,1.0,1.1
INFO,MPMS3 Measurement Release 1.1.16 Build 419, MultiVu Release 2.3.4.15,APPNAME
INFO,Linear Motor Servo Controller,MOTOR_MODULE_NAME
INFO,3101-100 M1,MOTOR_HW_VERSION
INFO,MMC936,MOTOR_SERIAL_NUMBER
INFO,01.04.28,MOTOR_SOFTWARE_VERSION
INFO,Quantum Design Squid Module,SQUID_MODULE_NAME
INFO,3101-501 B0,SQUID_HW_VERSION
INFO,SQD012,SQUID_SERIAL_NUMBER
INFO,01.03.04,SQUID_SOFTWARE_VERSION
INFO,TCI245,COIL_SERIAL_NUMBER
INFO,0,MOMENT_UNITS
INFO,MnF2,SAMPLE_MATERIAL
INFO,,SAMPLE_COMMENT
INFO,,SAMPLE_MASS
INFO,,SAMPLE_VOLUME
INFO,,SAMPLE_MOLECULAR_WEIGHT
INFO,,SAMPLE_SIZE
INFO,,SAMPLE_SHAPE
INFO,Straw,SAMPLE_HOLDER
INFO,Standard,SAMPLE_HOLDER_DETAIL
INFO,67.08,SAMPLE_OFFSET
DATATYPE,COMMENT,1
DATATYPE,TIME,2
STARTUPAXIS,X,2
STARTUPAXIS,Y1,5
FIELDGROUP, VSM,2,3,4,5,6,8,9,10,11,14,15
FIELDGROUP, DC, 2,3,4,14,34,35,36,37,38,39,40,41,42,43,44,45,46,47
STARTUPGROUP, All
[Data]
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu),Transport Action,Averaging Time (sec),Frequency (Hz),Peak Amplitude (mm),Center Position (mm),Lockin Signal' (V),Lockin Signal (V),Range,M. Quad. Signal (emu),Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Mass (grams),Motor Lag (deg),Pressure (Torr),Measure Count,Measurement Number,SQUID Status (code),Motor Status (code),Measure Status (code),Motor Current (amps),Motor Temp. (C),Temp. Status (code),Field Status (code),Chamber Status (code),Chamber Temp (K),Redirection State,Average Temp (K),Rotation Angle (deg),Rotator state,DC Moment Fixed Ctr (emu),DC Moment Err Fixed Ctr (emu),DC Moment Free Ctr (emu),DC Moment Err Free Ctr (emu),DC Fixed Fit,DC Free Fit,DC Calculated Center (mm),DC Calculated Center Err (mm),DC Scan Length (mm),DC Scan Time (s),DC Number of Points,DC Squid Drift,DC Min V (V),DC Max V (V),DC Scans per Measure,Map 01,Map 02,Map 03,Map 04,Map 05,Map 06,Map 07,Map 08,Map 09,Map 10,Map 11,Map 12,Map 13,Map 14,Map 15,Map 16
,3986579477.04038,99.9997749328613,19999.55078125,,,6,,,,27.366909085431,,,1000,,99.9964599609375,100.002174377441,19999.55078125,19999.55078125,,,5.80601406097412,,1,0,0,0,0.0138092041015625,27.8592376708984,1,1,1,99.9989929199219,0,99.999443934514,,,0.0641819225569433,0.00189878615133174,0.0665278394382566,0.00190175175127666,0.742030680179596,0.986240267753601,26.385763168335,8.92701816558838,30,4,200,-0.000135138849145733,-0.286426067352295,0.0482318103313446,3,,,,,,,,,,,,,,,,
,3986579550.37353,99.9997406005859,21999.658203125,,,6,,,,27.366909085431,,,1000,,99.9962768554687,100.00154876709,21999.658203125,21999.658203125,,,5.80779266357422,,1,0,0,0,0.0138092041015625,27.8592376708984,1,1,1,99.9991836547852,0,99.9990416306716,,,0.0706000783170186,0.00208858780286309,0.073177555439415,0.00209183875436373,0.742162585258484,0.986264705657959,26.3862400054932,8.23542795842513E-5,30,4,200,-0.000168225436937064,-0.314678430557251,0.0530214011669159,3,,,,,,,,,,,,,,,,
,3986579623.92163,99.9997444152832,23999.62109375,,,6,,,,27.366909085431,,,1000,,99.9961624145508,100.001518249512,23999.62109375,23999.62109375,,,5.81016063690186,,1,0,0,0,0.0138092041015625,27.8592376708984,1,1,1,99.9989929199219,0,99.9989779545711,,,0.0770196565225412,0.00227842864300412,0.079829065906693,0.00228197712322971,0.742275893688202,0.986257076263428,26.3866996765137,0,30,4,200,-0.00020110844343435,-0.343625068664551,0.0579599514603615,3,,,,,,,,,,,,,,,,
,3986579697.69659,99.9983062744141,25999.55859375,,,6,,,,27.366909085431,,,1000,,99.9956817626953,100.001708984375,25999.55859375,25999.55859375,,,5.81046581268311,,1,0,0,0,0.0138092041015625,31.2805480957031,1,1,1,99.9980621337891,0,99.9987270648663,,,0.0834316880555012,0.0024680239496042,0.0864717419527861,0.00247186230236398,0.742406249046326,0.986304581165314,26.3871688842773,0,30,4,200,-0.00022592453751713,-0.371820598840713,0.0626205429434776,3,,,,,,,,,,,,,,,,
,3986579771.67024,100.001148223877,27999.62890625,,,6,,,,27.366909085431,,,1000,,99.9968566894531,100.002792358398,27999.62890625,27999.62890625,,,5.81259632110596,,1,0,0,0,0.0138092041015625,27.3704795837402,1,1,1,100.000778198242,0,100.000393055103,,,0.0898491593784493,0.00265774103108785,0.0931182169085482,0.00266185505590272,0.742569088935852,0.986325204372406,26.3877983093262,8.92817783355713,30,4,200,-0.000250615121331066,-0.400638788938522,0.0677751004695892,3,,,,,,,,,,,,,,,,
,3986579845.36366,100.000411987305,29999.529296875,,,6,,,,27.366909085431,,,1000,,99.9967651367187,100.002616882324,29999.529296875,29999.529296875,,,5.81403160095215,,1,0,0,0,0.0145721435546875,27.3704795837402,1,1,1,99.9993057250977,0,99.9997543921837,,,0.096251165740139,0.00284704078290333,0.0997512955001972,0.00285146385408426,0.742660403251648,0.986394047737122,26.3880996704102,1,30,4,200,-0.000257779087405652,-0.429064005613327,0.0720261558890343,3,,,,,,,,,,,,,,,,
,3986579918.37415,99.9988479614258,31999.61328125,,,6,,,,27.366909085431,,,1000,,99.9960861206055,100.001434326172,31999.61328125,31999.61328125,,,5.81498289108276,,1,0,0,0,0.0138092041015625,27.8592376708984,1,1,1,99.9984817504883,0,99.9989204406738,,,0.102650400655435,0.00303614008492799,0.106376216481971,0.00304083968582409,0.74288409948349,0.986489474773407,26.38893699646,8.02059294073842E-5,30,4,200,-0.000271166034508497,-0.457471996545792,0.0771256238222122,3,,,,,,,,,,,,,,,,
,3986579991.79323,100.001239776611,33999.6015625,,,6,,,,27.366909085431,,,1000,,99.9969711303711,100.003601074219,33999.6015625,33999.6015625,,,5.81620788574219,,1,0,0,0,0.0138092041015625,28.3479976654053,1,1,1,100.00106048584,0,100.000388805683,,,0.109115710665913,0.00322734841660995,0.113075682787573,0.00323235903036989,0.742906272411346,0.986265480518341,26.3891620635986,0,30,4,200,-0.00027306959964335,-0.485754460096359,0.0823850259184837,3,,,,,,,,,,,,,,,,
,3986580066.2301,100.00020980835,35999.73046875,,,6,,,,27.366909085431,,,1000,,99.9961318969727,100.002220153809,35999.73046875,35999.73046875,,,5.8176097869873,,1,0,0,0,0.0138092041015625,28.3479976654053,1,1,1,99.9995269775391,0,99.9992338327261,,,0.115542483876596,0.0034173208783244,0.11973175617117,0.00342262766298092,0.743024706840515,0.986218214035034,26.3895854949951,8.10125857242383E-5,30,4,200,-0.000266248185653239,-0.514606773853302,0.0870515182614327,3,,,,,,,,,,,,,,,,
,3986580140.46848,99.9997673034668,37999.7421875,,,6,,,,27.366909085431,,,1000,,99.9960708618164,100.001998901367,37999.7421875,37999.7421875,,,5.81847906112671,,1,0,0,0,0.0145721435546875,27.8592376708984,1,1,1,99.9987716674805,0,99.9991818941557,,,0.121954176600895,0.00360679946995974,0.126370613220546,0.00361240574602745,0.743183553218842,0.986235976219177,26.3902225494385,0,30,4,200,-0.000267942290520295,-0.542658686637878,0.0921988785266876,3,,,,,,,,,,,,,,,,
,3986580214.31279,100.000175476074,39999.65625,,,6,,,,27.366909085431,,,1000,,99.9956130981445,100.001983642578,39999.65625,39999.65625,,,5.81912231445313,,1,0,0,0,0.0138092041015625,27.3704795837402,1,1,1,99.9996185302734,0,99.9989489041842,,,0.128380989443718,0.00379674862539509,0.133025539821798,0.00380264176652937,0.743303775787353,0.986270308494568,26.3906688690186,8.02934664534405E-5,30,4,200,-0.000276983075309545,-0.57158637046814,0.0966978371143341,3,,,,,,,,,,,,,,,,
,3986580294.91154,99.9998588562012,41999.703125,,,6,,,,27.3723094050902,,,1000,,99.9961471557617,100.002174377441,41999.703125,41999.703125,,,5.82019090652466,,1,0,0,0,0.0138092041015625,27.3704795837402,1,1,1,99.9993362426758,0,99.9992828369141,,,0.134778171352674,0.0039874857145758,0.139712220521569,0.00399378539299045,0.74189692735672,0.98628443479538,26.3906002044678,0,30,4,200,-0.000282116903690621,-0.600564479827881,0.101892836391926,3,,,,,,,,,,,,,,,,
,3986580369.89944,100.000232696533,43999.640625,,,6,,,,27.3723094050902,,,1000,,99.9962463378906,100.002418518066,43999.640625,43999.640625,,,5.82138633728027,,1,0,0,0,0.0138092041015625,27.8592376708984,1,1,1,99.9992294311523,0,99.9993647061861,,,0.141215215086559,0.0041778180665129,0.146381089152357,0.00418442142334588,0.741992890834808,0.986261010169983,26.3910140991211,0,30,4,200,-0.000247699208557606,-0.629175186157227,0.1067980453372,3,,,,,,,,,,,,,,,,
,3986580443.62106,100.000179290771,45999.7109375,,,6,,,,27.3723094050902,,,1000,,99.9960784912109,100.002113342285,45999.7109375,45999.7109375,,,5.82192039489746,,1,0,0,0,0,27.8592376708984,1,1,1,99.9992828369141,0,99.9992614159217,,,0.14762185190421,0.0043672163979053,0.153016262578213,0.00437408590038812,0.742108225822449,0.986362159252167,26.391357421875,0,30,4,200,-0.000238087930483744,-0.657468557357788,0.111765958368778,3,,,,,,,,,,,,,,,,
,3986580517.21442,99.999641418457,47999.54296875,,,6,,,,27.3723094050902,,,1000,,99.9954147338867,100.001762390137,47999.54296875,47999.54296875,,,5.82288217544556,,1,0,0,0,0.0138092041015625,27.8592376708984,1,1,1,99.9986953735352,0,99.9990131671612,,,0.154055765510161,0.0045574440394147,0.15968104295824,0.00456460888760118,0.742198526859283,0.986305356025696,26.3917751312256,8.92721843719482,30,4,200,-0.000225781375775114,-0.685851633548737,0.116352871060371,3,,,,,,,,,,,,,,,,
,3986580590.58083,99.9999465942383,49999.61328125,,,6,,,,27.3723094050902,,,1000,,99.995849609375,100.001762390137,49999.61328125,49999.61328125,,,5.82378673553467,,1,0,0,0,0.0138092041015625,26.3929634094238,1,1,1,99.9989700317383,0,99.9990711918584,,,0.160482875241299,0.00474739836681132,0.166336877668854,0.00475486945006291,0.742334008216858,0.986303985118866,26.3922958374023,,30,4,200,-0.000218283254071139,-0.71417248249054,0.121647492051125,3,,,,,,,,,,,,,,,,
,3986580665.02792,100.000274658203,51999.78125,,,6,,,,27.3723094050902,,,1000,,99.9956817626953,100.002418518066,51999.78125,51999.78125,,,5.82428741455078,,1,0,0,0,0.0138092041015625,27.3704795837402,1,1,1,99.999397277832,0,99.9992969219501,,,0.166917549329889,0.0049376228913543,0.173000794350194,0.00494536290173084,0.742424964904785,0.986274421215057,26.3927021026611,0,30,4,200,-0.000212350496440195,-0.742923140525818,0.126364663243294,3,,,,,,,,,,,,,,,,
,3986580739.46374,100.000110626221,53999.859375,,,6,,,,27.3723094050902,,,1000,,99.9963150024414,100.00178527832,53999.859375,53999.859375,,,5.82473087310791,,1,0,0,0,0,27.8592376708984,1,1,1,99.9994735717773,0,99.9992303114671,,,0.173332586283713,0.0051272175276233,0.179644821679642,0.00513529103874073,0.742547214031219,0.986267805099487,26.3931560516357,8.17634063423611E-5,30,4,200,-0.000217281587538309,-0.771429121494293,0.131433427333832,3,,,,,,,,,,,,,,,,
,3986580812.93402,100.000144958496,55999.671875,,,6,,,,27.3723094050902,,,1000,,99.9959945678711,100.002258300781,55999.671875,55999.671875,,,5.8255934715271,,1,0,0,0,0,27.8592376708984,1,1,1,99.9995727539063,0,99.9994630080003,,,0.179757763335561,0.00531709137600914,0.186295333823626,0.0053254054034438,0.742673635482788,0.986223936080933,26.3936634063721,8.16319079604E-5,30,4,200,-0.000172637301147915,-0.799942255020142,0.135817676782608,3,,,,,,,,,,,,,,,,
,3986580886.25327,100.000156402588,57999.5703125,,,6,,,,27.3723094050902,,,1000,,99.9956588745117,100.002029418945,57999.5703125,57999.5703125,,,5.82555389404297,,1,0,0,0,0,27.3704795837402,1,1,1,99.9997711181641,0,99.9990879939153,,,0.186178759069436,0.00550684708687029,0.192945158794809,0.00551549248504923,0.742784738540649,0.986223578453064,26.3941059112549,8.14821105450392E-5,30,4,200,-0.000162531272508204,-0.828519582748413,0.140873327851295,3,,,,,,,,,,,,,,,,
,3986580959.75381,100.000312805176,59999.58203125,,,6,,,,27.3723094050902,,,1000,,99.995246887207,100.001800537109,59999.58203125,59999.58203125,,,5.82591342926025,,1,0,0,0,0,27.8592376708984,1,1,1,99.9997482299805,0,99.9988664480356,,,0.19260228103811,0.0056966526292273,0.199594506378702,0.00570557013700588,0.742906987667084,0.986222088336945,26.3945484161377,0,30,4,200,-0.000146845064591616,-0.856478571891785,0.146162629127502,3,,,,,,,,,,,,,,,,
,3986581033.33012,100.000411987305,61999.625,,,6,,,,27.3723094050902,,,1000,,99.9957733154297,100.001853942871,61999.625,61999.625,,,5.82638692855835,,1,0,0,0,0.0138092041015625,28.3479976654053,1,1,1,100.000045776367,0,99.9990348815918,,,0.199026207623512,0.00588646155971281,0.206243975283466,0.00589564979518095,0.743025243282318,0.986209571361542,26.3950347900391,0,30,4,200,-0.000135103764478117,-0.885240972042084,0.150668174028397,3,,,,,,,,,,,,,,,,
,3986581107.5717,100.000259399414,63999.67578125,,,6,,,,27.3723094050902,,,1000,,99.9951782226563,100.001991271973,63999.67578125,63999.67578125,,,5.82742309570312,,1,0,0,0,0.0138092041015625,27.3704795837402,1,1,1,99.9998474121094,0,99.9990539550781,,,0.205614649225984,0.00608053470287481,0.213042386620577,0.00608998720384442,0.743498682975769,0.986248552799225,26.3968391418457,8.01043061073869E-5,30,4,200,-0.000126418934087269,-0.914625465869904,0.155988216400146,3,,,,,,,,,,,,,,,,
,3986581181.74538,100.000072479248,65999.75,,,6,,,,27.3723094050902,,,1000,,99.9955596923828,100.002098083496,65999.75,65999.75,,,5.82726001739502,,1,0,0,0,0.0138092041015625,27.8592376708984,1,1,1,99.9996185302734,0,99.9992408752441,,,0.212049596969489,0.00627062118157007,0.219703708127007,0.00628041103397337,0.743622899055481,0.986229300498962,26.3973712921143,0,30,4,200,-0.00014856674533803,-0.942680239677429,0.16089703142643,3,,,,,,,,,,,,,,,,
,3986581256.01289,100.000221252441,67999.6484375,,,6,,,,27.3723094050902,,,1000,,99.9957656860352,100.002075195312,67999.6484375,67999.6484375,,,5.82781505584717,,1,0,0,0,0.0138092041015625,28.3479976654053,1,1,1,99.9996185302734,0,99.9991654616136,,,0.218475829473658,0.00646036895398398,0.226348668329718,0.00647036019465792,0.743782937526703,0.986235916614532,26.3979892730713,0,30,4,200,-9.65989383985288E-5,-0.970833718776703,0.165679439902306,3,,,,,,,,,,,,,,,,
,3986581329.24694,100.000133514404,69999.625,,,6,,,,27.3723094050902,,,1000,,99.9951629638672,100.001800537109,69999.625,69999.625,,,5.82824659347534,,1,0,0,0,0.0138092041015625,28.3479976654053,1,1,1,99.9996032714844,0,99.9987790034367,,,0.224907910155048,0.00665026404571072,0.233003503044824,0.00666059236704223,0.743947744369507,0.9862300157547,26.3986377716064,0,30,4,200,-7.96655876911245E-5,-0.999622106552124,0.170209333300591,3,,,,,,,,,,,,,,,,
